date,actual_temp,last_price,volume
2023-11-24,37.5,81,862
2023-11-25,38.5,36,1194
2023-11-26,34.5,30,147
2023-11-27,29.5,95,437
2023-11-28,25.5,97,2161
2023-11-29,42.5,68,1608
2023-11-30,52.0,79,2353
2023-12-01,45.5,95,1293
2023-12-02,46.5,50,682
2023-12-03,42.5,64,452
2023-12-04,41.5,64,473
2023-12-05,42.5,21,902
2023-12-06,41.5,3,1008
2023-12-07,53.5,70,1237
2023-12-08,56.5,17,1123
2023-12-09,54.0,21,500
2023-12-10,36.5,62,242
2023-12-11,37.5,39,1976
2023-12-12,39.5,76,613
2023-12-13,41.5,99,901
2023-12-14,52.5,97,427
2023-12-15,54.5,45,887
2023-12-16,48.0,99,1016
2023-12-17,44.5,30,205
2023-12-18,36.0,86,2
2023-12-19,33.5,25,1676
2023-12-20,43.5,57,853
2023-12-21,47.0,99,1848
2023-12-22,47.5,42,1004
2023-12-23,50.5,15,203
2023-12-25,55.0,99,53
2023-12-26,47.0,99,102
2023-12-27,43.0,99,100
2023-12-28,43.0,51,199
2023-12-29,43.5,69,76
2023-12-30,39.5,50,1216
2023-12-31,35.0,99,1
2024-01-01,33.5,99,40
2024-01-02,41.0,99,422
2024-01-03,37.5,57,1170
2024-01-04,37.5,37,397
2024-01-05,37.5,99,1643
2024-01-06,35.5,98,1160
2024-01-07,35.5,99,1069
2024-01-08,37.5,52,648
2024-01-09,37.5,99,1198
2024-01-10,35.0,97,626
2024-01-11,35.5,99,915
2024-01-12,38.0,99,2856
2024-01-13,28.0,0,0
2024-01-14,1.5,99,49
2024-01-15,3.5,85,267
2024-01-16,5.5,3,1106
2024-01-17,23.5,8,506
2024-01-18,26.0,99,2288
2024-01-19,16.5,45,524
2024-01-20,19.0,99,2639
2024-01-21,22.5,56,333
2024-01-22,35.0,99,547
2024-01-23,38.0,99,1238
2024-01-24,39.5,85,1890
2024-01-25,41.0,99,1053
2024-01-26,42.0,99,856
2024-01-27,41.5,53,374
2024-01-28,41.5,35,300
2024-01-29,40.5,99,714
2024-01-30,41.5,95,666
2024-01-31,40.5,92,60
2024-02-01,53.0,99,1695
2024-02-02,43.5,91,2276
2024-02-03,40.0,99,2004
2024-02-04,46.5,97,1452
2024-02-05,44.5,99,1149
2024-02-06,42.5,99,1857
2024-02-07,47.5,99,860
2024-02-08,60.0,99,663
2024-02-09,57.5,99,1593
2024-02-10,43.5,97,1006
2024-02-11,42.5,50,290
2024-02-12,45.5,64,347
2024-02-13,42.5,7,1209
2024-02-14,47.5,35,1820
2024-02-15,44.0,99,542
2024-02-16,33.5,79,1301
2024-02-17,29.5,99,1540
2024-02-18,47.0,45,442
2024-02-19,48.0,99,1080
2024-02-20,56.0,99,2567
2024-02-21,66.0,99,1557
2024-02-22,56.0,99,3165
2024-02-23,46.0,99,242
2024-02-24,35.5,99,1505
2024-02-25,60.0,99,2082
2024-02-26,71.0,99,4245
2024-02-27,73.5,15,599
2024-02-28,32.0,98,61
2024-02-29,45.5,49,296
2024-03-01,47.0,49,1624
2024-03-02,60.5,99,806
2024-03-03,74.5,30,1259
2024-03-04,72.5,95,1479
2024-03-05,44.5,99,3572
2024-03-06,50.5,39,1060
2024-03-07,49.5,81,620
2024-03-08,47.5,99,1061
2024-03-09,47.0,99,1120
2024-03-10,48.5,97,1440
2024-03-11,68.0,99,2079
2024-03-12,71.5,99,2182
2024-03-13,66.0,99,2085
2024-03-14,63.0,99,2693
2024-03-15,52.5,93,2115
2024-03-16,59.5,64,1348
2024-03-17,43.0,97,2290
2024-03-18,36.5,92,435
2024-03-19,59.0,47,2016
2024-03-20,43.0,99,2442
2024-03-21,40.5,99,1956
2024-03-22,41.0,34,1725
2024-03-23,40.5,49,2354
2024-03-24,50.0,99,3753
2024-03-25,64.0,73,3305
2024-03-26,58.5,97,439
2024-03-27,43.5,61,1035
2024-03-28,52.5,99,1757
2024-03-29,52.5,27,795
2024-03-30,63.0,97,2546
2024-03-31,51.0,99,1520
2024-04-01,50.0,99,2187
2024-04-02,46.0,99,3349
2024-04-03,39.5,97,4855
2024-04-04,43.5,11,1311
2024-04-05,48.0,97,890
2024-04-06,53.0,99,2234
2024-04-07,51.5,98,2530
2024-04-08,71.0,99,1737
2024-04-09,64.5,97,377
2024-04-10,67.5,97,1289
2024-04-11,55.0,99,1954
2024-04-12,63.0,99,1905
2024-04-13,71.5,99,2235
2024-04-14,80.5,99,1141
2024-04-15,73.5,97,1356
2024-04-16,71.0,90,519
2024-04-17,70.5,99,1879
2024-04-18,59.5,97,734
2024-04-19,58.5,99,886
2024-04-20,48.5,97,339
2024-04-21,58.5,98,1315
2024-04-22,68.5,97,1709
2024-04-23,64.5,85,1003
2024-04-24,47.5,52,527
2024-04-25,57.5,41,668
2024-04-26,64.5,52,412
2024-04-27,79.5,99,984
2024-04-28,77.5,48,467
2024-04-29,69.5,60,88
2024-04-30,74.5,25,269
2024-05-01,78.5,97,895
2024-05-02,79.0,99,511
2024-05-03,68.5,97,401
2024-05-04,79.0,99,1297
2024-05-05,65.5,58,762
2024-05-06,71.5,99,905
2024-05-07,76.5,97,1977
2024-05-08,77.5,99,943
2024-05-09,62.0,99,1936
2024-05-10,68.5,99,650
2024-05-11,71.0,99,3245
2024-05-12,84.0,99,1832
2024-05-13,81.0,99,1852
2024-05-14,62.0,99,2172
2024-05-15,69.0,99,1115
2024-05-16,76.5,88,794
2024-05-17,77.0,99,1616
2024-05-18,86.5,76,942
2024-05-19,77.5,97,679
2024-05-20,85.5,67,1339
2024-05-21,91.5,30,1649
2024-05-22,80.0,99,20358
2024-05-23,79.5,15,873
2024-05-24,79.5,97,48
2024-05-25,73.5,21,851
2024-05-26,75.5,19,1402
2024-05-27,74.5,97,1237
2024-05-28,73.5,33,472
2024-05-29,71.0,99,11501
2024-05-30,70.5,84,1395
2024-05-31,81.5,99,729
2024-06-01,68.5,66,1009
2024-06-02,75.5,99,1846
2024-06-03,88.0,99,10685
2024-06-04,87.5,99,364
2024-06-05,80.5,75,2261
2024-06-06,79.5,99,868
2024-06-07,80.0,99,2905
2024-06-08,79.0,99,5628
2024-06-09,81.0,25,1201
2024-06-10,68.5,60,1429
2024-06-11,78.5,93,1398
2024-06-12,92.5,99,1655
2024-06-13,91.5,76,1129
2024-06-14,85.0,99,4781
2024-06-15,85.5,15,364
2024-06-16,95.5,97,1678
2024-06-17,97.5,99,1838
2024-06-18,95.5,8,1567
2024-06-19,94.5,99,1027
2024-06-20,89.0,98,4544
2024-06-21,94.0,80,1494
2024-06-22,94.5,98,1978
2024-06-23,82.5,69,1223
2024-06-24,88.0,99,14004
2024-06-25,85.5,90,1038
2024-06-26,85.0,99,4023
2024-06-27,72.5,99,1442
2024-06-28,77.0,98,5700
2024-06-29,88.5,99,3605
2024-06-30,72.5,99,3235
2024-07-01,73.5,99,817
2024-07-02,86.5,61,2120
2024-07-03,89.5,99,2221
2024-07-04,84.5,91,2038
2024-07-05,84.5,99,818
2024-07-06,80.5,99,2521
2024-07-07,89.0,97,15781
2024-07-08,87.5,99,2166
2024-07-09,80.5,95,1303
2024-07-10,84.0,97,564
2024-07-11,80.5,96,700
2024-07-12,85.5,99,2196
2024-07-13,92.5,99,7541
2024-07-14,88.5,99,1060
2024-07-15,90.5,97,1458
2024-07-16,87.5,99,262
2024-07-17,83.5,99,2231
2024-07-18,74.5,99,2372
2024-07-19,80.5,99,1644
2024-07-20,80.5,99,3121
2024-07-21,84.5,97,1747
2024-07-22,83.5,99,1721
2024-07-23,86.5,99,2757
2024-07-24,77.5,99,1689
2024-07-25,78.5,90,1231
2024-07-26,80.5,99,1961
2024-07-27,85.5,99,3212
2024-07-28,83.5,99,1815
2024-07-29,85.5,97,4730
2024-07-30,91.5,99,4134
2024-07-31,92.5,99,9823
2024-08-01,89.5,99,3774
2024-08-02,85.0,99,9775
2024-08-03,91.5,98,2942
2024-08-04,89.5,99,2796
2024-08-05,88.0,99,3796
2024-08-06,78.5,99,8948
2024-08-07,78.5,99,4379
2024-08-08,84.5,97,3464
2024-08-09,73.5,99,2228
2024-08-10,76.5,99,3654
2024-08-11,79.5,99,2199
2024-08-12,81.5,98,1839
2024-08-13,85.5,99,4765
2024-08-14,86.5,99,2671
2024-08-15,77.5,99,3685
2024-08-16,88.5,97,6045
2024-08-17,82.5,99,4153
2024-08-18,79.5,92,3843
2024-08-19,76.5,99,3875
2024-08-20,73.5,99,3540
2024-08-21,75.5,99,4083
2024-08-22,80.5,99,6157
2024-08-23,81.5,98,2938
2024-08-24,90.5,99,2665
2024-08-25,92.0,99,5201
2024-08-26,94.5,99,6493
2024-08-27,98.5,99,3849
2024-08-28,86.5,99,3591
2024-08-29,85.5,97,4694
2024-08-30,86.5,99,1071
2024-08-31,85.5,93,5311
2024-09-01,77.5,99,4534
2024-09-02,74.5,99,3474
2024-09-03,78.5,99,7299
2024-09-04,84.5,97,6174
2024-09-05,86.5,99,6514
2024-09-06,72.5,99,22329
2024-09-07,67.5,99,4213
2024-09-08,73.5,99,4289
2024-09-09,82.5,99,3529
2024-09-10,83.5,99,6932
2024-09-11,88.5,99,5193
2024-09-12,87.5,99,2897
2024-09-13,84.5,99,3159
2024-09-14,87.5,85,3841
2024-09-15,89.5,97,4367
2024-09-16,90.5,99,2232
2024-09-17,85.5,97,4716
2024-09-18,87.0,99,5228
2024-09-19,90.5,99,5258
2024-09-20,88.0,99,7683
2024-09-21,93.0,97,8067
2024-09-22,77.0,99,9285
2024-09-23,67.5,99,3737
2024-09-24,68.5,97,3532
2024-09-25,77.0,99,5060
2024-09-26,77.5,99,3459
2024-09-27,73.5,65,5312
2024-09-28,73.5,30,2879
2024-09-29,73.5,99,3749
2024-09-30,78.5,98,3087
2024-10-01,70.5,98,5336
2024-10-02,72.5,97,4006
2024-10-03,80.5,50,1741
2024-10-04,72.5,98,1558
2024-10-05,84.0,99,3713
2024-10-06,74.5,99,9217
2024-10-07,68.5,99,1416
2024-10-08,74.5,99,1091
2024-10-09,69.5,98,3211
2024-10-10,71.5,99,7163
2024-10-11,83.5,99,2097
2024-10-12,69.5,97,4047
2024-10-13,67.5,99,450
2024-10-14,57.5,99,1510
2024-10-15,48.5,91,2693
2024-10-16,58.5,80,1106
2024-10-17,64.5,99,3791
2024-10-18,68.5,99,2314
2024-10-19,71.5,92,2888
2024-10-20,78.5,99,2151
2024-10-21,82.5,99,2627
2024-10-22,75.5,98,5432
2024-10-23,65.5,99,504
2024-10-24,65.5,99,2207
2024-10-25,68.0,99,3406
2024-10-26,58.5,96,5496
2024-10-27,58.5,98,6636
2024-10-28,68.5,96,19822
2024-10-29,82.5,99,3562
2024-10-30,81.5,99,5335
2024-10-31,72.0,98,55191
2024-11-01,54.5,99,25505
2024-11-02,58.5,99,9950
2024-11-03,64.5,77,24491
2024-11-04,68.5,95,95741
2024-11-05,67.5,98,10202
2024-11-06,60.0,97,264316
2024-11-07,60.5,99,22469
2024-11-08,63.0,99,45911
2024-11-09,55.5,99,48028
2024-11-10,64.5,98,61769
2024-11-11,58.5,99,35668
2024-11-12,49.5,99,89436
2024-11-13,52.5,99,232687
2024-11-14,54.5,99,57913
2024-11-15,55.5,99,114115
2024-11-16,53.5,99,87236
2024-11-17,59.5,99,191072
2024-11-18,61.0,99,347878
2024-11-19,64.5,99,72176
2024-11-20,50.5,99,45984
2024-11-21,40.5,97,68765
2024-11-22,48.5,99,32453
2024-11-23,45.5,99,85394
2024-11-24,53.5,90,224918
2024-11-25,54.0,99,141719
2024-11-26,40.5,99,14316
2024-11-27,43.5,84,235409
2024-11-28,39.5,99,26028
2024-11-29,28.5,99,35857
2024-11-30,25.5,99,34458
2024-12-01,27.5,99,36367
2024-12-02,28.5,99,46575
2024-12-03,31.5,99,52470
2024-12-04,39.5,99,68760
2024-12-05,28.5,99,30564
2024-12-06,33.5,99,67354
2024-12-07,46.0,99,50417
2024-12-08,53.0,99,145989
2024-12-09,54.0,99,42011
2024-12-10,37.0,99,71361
2024-12-11,32.5,99,125185
2024-12-12,15.5,84,62417
2024-12-13,27.5,95,86320
2024-12-14,41.5,98,46065
2024-12-15,45.5,99,32382
2024-12-16,53.5,99,28666
2024-12-17,38.5,99,79810
2024-12-18,36.5,99,72444
2024-12-19,33.5,96,34037
2024-12-20,35.5,99,13990
2024-12-21,29.5,99,45727
2024-12-22,34.5,98,12997
2024-12-23,42.5,98,50594
2024-12-24,38.5,99,21575
2024-12-25,39.5,99,20991
2024-12-26,49.5,99,24202
2024-12-27,54.0,67,72935
2024-12-28,53.5,99,18212
2024-12-29,47.0,99,17477
2024-12-30,42.5,96,95374
2024-12-31,43.5,99,32297
2025-01-01,34.0,99,18075
2025-01-02,32.5,98,46976
2025-01-03,27.5,99,31772
2025-01-04,25.0,99,26226
2025-01-05,29.0,99,81018
2025-01-06,31.5,99,38500
2025-01-07,27.5,99,44180
2025-01-08,26.0,99,37338
2025-01-09,28.5,99,37680
2025-01-10,30.5,99,18327
2025-01-11,33.0,99,54564
2025-01-12,35.5,99,19864
2025-01-13,21.5,99,52110
2025-01-14,18.5,99,21903
2025-01-15,19.5,96,72822
2025-01-16,38.5,99,53967
2025-01-17,43.0,99,15234
2025-01-18,39.0,99,39044
2025-01-19,16.0,99,41451
2025-01-20,12.5,99,18665
2025-01-21,2.5,99,55097
2025-01-22,25.5,99,32863
2025-01-23,26.0,99,220506
2025-01-24,23.5,98,35880
2025-01-25,39.0,99,34566
2025-01-26,31.0,99,42035
2025-01-27,45.5,99,36472
2025-01-28,49.0,99,63403
2025-01-29,44.0,99,26755
2025-01-30,49.5,99,17876
2025-01-31,41.5,99,20527
2025-02-01,35.5,99,16483
2025-02-02,45.5,97,19733
2025-02-03,48.5,99,22069
2025-02-04,35.5,99,43558
2025-02-05,32.5,99,10813
2025-02-06,39.5,99,11948
2025-02-07,33.5,99,24489
2025-02-08,34.5,99,5256
2025-02-09,32.0,99,15681
2025-02-10,37.0,99,96042
2025-02-11,30.5,99,14082
2025-02-12,30.5,99,13042
2025-02-13,28.5,99,26880
2025-02-14,28.5,15,20549
2025-02-15,34.5,99,28956
2025-02-16,28.5,98,22445
2025-02-17,11.5,99,36412
2025-02-18,15.5,99,30358
2025-02-19,19.0,99,41738
2025-02-20,24.5,99,33382
2025-02-21,28.5,99,42278
2025-02-22,35.5,99,14815
2025-02-23,46.0,99,25271
2025-02-24,54.0,99,28965
2025-02-25,55.0,99,23173
2025-02-26,51.5,77,42187
2025-02-27,48.0,99,19946
2025-02-28,60.0,99,37782
2025-03-01,36.0,99,79858
2025-03-02,38.5,99,12126
2025-03-03,48.5,99,29335
2025-03-04,49.5,97,34163
2025-03-05,53.5,99,8735
2025-03-06,42.5,99,16648
2025-03-07,40.0,99,27646
2025-03-08,48.0,99,15546
2025-03-09,59.5,99,12958
2025-03-10,69.0,99,30902
2025-03-11,60.0,99,66733
2025-03-12,52.0,99,34443
2025-03-13,57.0,99,6968
2025-03-14,80.5,99,14246
2025-03-15,67.5,99,94714
2025-03-16,44.5,98,36996
2025-03-17,53.5,99,16371
2025-03-18,72.0,99,30949
2025-03-19,62.0,99,41798
2025-03-20,44.5,99,10504
2025-03-21,61.5,99,20957
2025-03-22,49.5,99,22237
2025-03-23,50.5,98,17089
2025-03-24,50.5,99,17211
2025-03-25,52.5,99,28153
2025-03-26,54.5,99,16001
2025-03-27,54.5,99,26617
2025-03-28,77.0,99,14568
2025-03-29,67.5,99,15064
2025-03-30,76.0,99,15596
2025-03-31,48.5,99,14466
2025-04-01,46.5,93,17127
2025-04-02,72.5,96,39368
2025-04-03,58.5,99,25990
2025-04-04,49.5,99,7788
2025-04-05,53.5,99,12891
2025-04-06,48.5,99,6751
2025-04-07,44.0,99,6035
2025-04-08,43.5,99,17247
2025-04-09,44.5,99,5278
2025-04-10,44.5,99,8847
2025-04-11,52.5,99,5107
2025-04-12,61.0,99,11481
2025-04-13,66.5,99,11540
2025-04-14,66.5,99,11671
2025-04-15,58.0,99,14268
2025-04-16,52.0,99,14392
2025-04-17,66.5,99,6111
2025-04-18,80.0,99,19996
2025-04-19,63.0,99,41309
2025-04-20,61.0,99,23960
2025-04-21,63.5,99,21481
2025-04-22,75.5,98,36338
2025-04-23,78.0,99,45534
2025-04-24,76.0,99,24741
2025-04-25,69.0,99,6279
2025-04-26,54.5,99,4270
2025-04-27,69.5,99,4302
2025-04-28,84.5,99,10517
2025-04-29,76.5,99,21082
2025-04-30,60.5,99,18848
2025-05-01,73.0,99,16442
2025-05-02,60.0,99,13533
2025-05-03,54.5,99,5654
2025-05-04,56.5,99,9568
2025-05-05,62.0,99,14292
2025-05-06,77.0,99,13786
2025-05-07,74.0,99,29698
2025-05-08,59.5,99,5093
2025-05-09,64.5,99,7733
2025-05-10,77.5,99,19615
2025-05-11,71.5,99,14077
2025-05-12,80.0,99,54218
2025-05-13,77.5,99,16742
2025-05-14,79.0,99,23360
2025-05-15,94.5,99,15492
2025-05-16,88.5,99,7147
2025-05-17,72.0,99,4344
2025-05-18,62.5,99,14725
2025-05-19,57.5,92,14312
2025-05-20,57.5,99,8467
2025-05-21,53.5,99,8618
2025-05-22,58.5,99,5713
2025-05-23,63.5,99,8321
2025-05-24,64.5,99,9660
2025-05-25,65.5,99,7020
2025-05-26,68.5,99,13424
2025-05-27,67.5,99,12682
2025-05-28,63.5,99,17174
2025-05-29,71.5,99,13863
2025-05-30,74.0,99,22338
2025-05-31,63.5,99,16096
2025-06-01,67.0,99,21580
2025-06-02,84.5,99,28119
2025-06-03,89.5,99,31933
2025-06-04,75.5,99,129084
2025-06-05,72.5,99,14573
2025-06-06,78.0,99,42308
2025-06-07,77.5,99,11421
2025-06-08,82.5,99,15061
2025-06-09,74.5,99,11049
2025-06-10,78.5,99,13311
2025-06-11,90.5,99,25861
2025-06-12,81.5,99,13255
2025-06-13,77.0,99,12195
2025-06-14,76.0,99,11672
2025-06-15,80.5,99,8978
2025-06-16,86.5,99,12103
2025-06-17,91.5,99,16225
2025-06-18,82.5,99,8034
2025-06-19,84.5,99,7526
2025-06-20,86.5,99,18058
2025-06-21,94.5,99,13250
2025-06-22,95.5,99,9161
2025-06-23,95.5,99,5147
2025-06-24,95.0,99,11653
2025-06-25,87.0,99,13863
2025-06-26,94.5,99,13411
2025-06-27,88.5,99,21118
2025-06-28,85.5,99,7075
2025-06-29,93.5,99,7835
2025-06-30,90.5,99,13607
2025-07-01,88.5,99,9748
2025-07-02,90.5,99,13060
2025-07-03,91.5,99,8418
2025-07-04,92.5,99,10617
2025-07-05,93.5,99,12608
2025-07-06,88.5,99,15816
2025-07-07,81.5,99,5836
2025-07-08,85.5,99,10142
2025-07-09,83.5,99,9077
2025-07-10,84.5,99,6740
2025-07-11,90.5,99,11795
2025-07-12,84.5,99,13178
2025-07-13,83.5,99,11488
2025-07-14,86.5,99,15375
2025-07-15,92.5,99,7854
2025-07-16,91.5,99,19430
2025-07-17,75.5,99,68302
2025-07-18,81.5,99,5823
2025-07-19,84.5,99,19503
2025-07-20,78.5,99,9745
2025-07-21,82.5,99,8251
2025-07-22,87.5,99,9371
2025-07-23,93.5,99,13335
2025-07-24,95.5,99,13365
2025-07-25,84.5,99,12592
2025-07-26,84.5,99,16160
2025-07-27,90.5,99,8906
2025-07-28,93.5,99,23734
2025-07-29,92.5,99,16761
2025-07-30,82.5,99,16568
2025-07-31,77.5,99,23954
2025-08-01,77.5,99,7900
2025-08-02,79.5,99,5294
2025-08-03,79.5,99,9891
2025-08-04,81.5,99,11227
2025-08-05,83.5,99,10563
2025-08-06,88.5,99,10469
2025-08-07,90.5,99,16304
2025-08-08,93.5,99,10301
2025-08-09,93.5,99,10805
2025-08-10,92.5,99,42808
2025-08-11,88.5,99,24045
2025-08-12,88.5,99,12367
2025-08-13,85.5,99,10885
2025-08-14,84.5,99,5812
2025-08-15,92.5,99,17609
2025-08-16,95.5,99,24754
2025-08-17,83.5,99,14821
2025-08-18,88.5,99,11576
2025-08-19,83.0,99,12874
2025-08-20,76.5,95,29998
2025-08-21,78.5,99,8797
2025-08-22,81.5,99,6088
2025-08-23,85.5,99,12133
2025-08-24,74.5,99,12032
2025-08-25,71.5,99,12318
2025-08-26,74.5,99,7954
2025-08-27,76.5,99,7491
2025-08-28,78.5,99,15752
2025-08-29,70.5,99,17403
2025-08-30,74.5,99,10085
2025-08-31,76.5,99,9849
2025-09-01,77.5,99,12755
2025-09-02,80.5,99,7803
2025-09-03,73.0,99,26047
2025-09-04,67.5,99,5510
2025-09-05,68.5,99,18339
2025-09-06,69.5,99,4871
2025-09-07,70.5,99,6319
2025-09-08,72.5,99,12120
2025-09-09,77.5,99,12906
2025-09-10,83.5,99,10844
2025-09-11,78.5,99,25456
2025-09-12,84.5,99,5894
2025-09-13,79.0,99,20725
2025-09-14,83.5,99,10045
2025-09-15,84.5,99,11467
2025-09-16,83.5,99,12696
2025-09-17,84.5,99,8216
2025-09-18,88.0,99,26435
2025-09-19,90.0,99,18334
2025-09-20,78.5,99,16137
2025-09-21,83.0,99,9899
2025-09-22,81.0,99,16735
2025-09-23,78.5,99,13189
2025-09-24,74.5,99,4935
2025-09-25,76.5,99,19281
2025-09-26,84.5,99,12607
2025-09-27,89.5,99,22462
2025-09-28,80.5,99,6550
2025-09-29,90.0,99,23413
2025-09-30,83.5,99,10613
2025-10-01,76.5,99,9583
2025-10-02,84.5,99,12088
2025-10-03,89.5,99,21703
2025-10-04,88.5,99,17146
2025-10-05,85.5,99,9203
2025-10-06,85.5,99,15240
2025-10-07,67.5,99,37593
2025-10-08,64.5,99,16197
2025-10-09,62.5,99,10855
2025-10-10,67.5,99,21695
2025-10-11,65.5,99,11439
2025-10-12,68.5,99,17507
2025-10-13,69.0,99,37708
2025-10-14,68.5,99,14455
2025-10-15,62.5,99,11248
2025-10-16,68.5,99,10789
2025-10-17,73.5,99,29028
2025-10-18,73.5,99,13545
2025-10-19,60.0,99,40806
2025-10-20,66.5,99,18816
2025-10-21,56.5,99,41558
2025-10-22,50.5,99,19651
2025-10-23,53.5,99,16452
2025-10-24,53.5,99,18838
2025-10-25,56.5,99,21387
2025-10-26,57.5,99,11914
2025-10-27,56.5,99,21511
2025-10-28,58.5,90,15140
2025-10-29,56.5,99,11836
2025-10-30,57.5,95,28386
2025-10-31,56.5,99,11823
2025-11-01,52.5,99,11312
2025-11-02,54.5,99,8578
2025-11-03,61.5,92,8552
2025-11-04,63.5,99,5073
2025-11-05,62.5,99,7059
2025-11-06,59.5,99,14413
2025-11-07,63.5,99,16108
2025-11-08,50.5,99,20789
2025-11-09,40.5,99,50515
2025-11-10,34.5,99,48670
2025-11-11,42.5,99,12228
2025-11-12,53.5,99,12217
2025-11-13,53.5,99,17185
2025-11-14,68.0,99,26023
2025-11-15,70.5,99,8146
2025-11-16,50.5,99,13143
2025-11-17,46.5,99,20904
2025-11-18,43.5,89,36818
2025-11-19,45.5,99,26007
2025-11-20,50.0,99,29248
2025-11-21,49.5,99,7887
2025-11-22,48.5,99,20348
2025-11-23,55.5,99,11631
2025-11-24,51.5,99,14158
2025-11-25,51.5,99,15785
2025-11-26,43.0,99,22899
2025-11-27,33.5,99,9895
2025-11-28,32.5,99,12311
2025-11-29,32.5,97,18174
2025-11-30,33.5,99,25147
2025-12-01,29.5,99,23834
